JOB_ID,Agency,Posting_Type,Number_Of_Positions,Civil_Service_Title,Job_Category,Full_Time_Part_Time_Indicator,Career_Level,Salary_Range_From,Salary_Range_To,Salary_Frequency,Work_Location,Posting_Date
544512,DEPT OF ENVIRONMENT PROTECTION,Internal,1,ADMINISTRATIVE ENGINEER,Building Operations & Maintenance,F,Manager,64922,173486,Annual,"356 Flushing Ave, Brooklyn",8/9/2022
714665,CONSUMER AND WORKER PROTECTION,Internal,1,CLERICAL ASSOCIATE,Communications & Intergovernmental Affairs,F,Experienced (non-manager),40957,61113.68,Annual,"42 Broadway, N.Y.",5/20/2025
638762,DEPT OF DESIGN & CONSTRUCTION,External,3,ASSOCIATE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),81571,93807,Annual,30-30 Thomson Ave L I City Qns,6/21/2024
709487,DEPT OF HEALTH/MENTAL HYGIENE,External,4,PUBLIC HEALTH SANITARIAN,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51460,51460,Annual,NYC - All Boroughs,4/3/2025
689230,DEPT OF HEALTH/MENTAL HYGIENE,External,1,ADMINISTRATIVE SUPERVISOR OF B,Health Building Operations & Maintenance,F,Manager,66066,84451,Annual,34-33 Junction Blvd Queens,1/7/2025
709101,DEPARTMENT FOR THE AGING,Internal,1,SUPERVISING THERAPIST,Constituent Services & Community Programs Health Social Services,F,Experienced (non-manager),73648,84695,Annual,"2 Lafayette St., N.Y.",5/2/2025
681259,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COMMUNITY COORDINATOR,Communications & Intergovernmental Affairs,F,Experienced (non-manager),60889,75000,Annual,42-09 28th Street,9/23/2024
712673,DEPT OF ENVIRONMENT PROTECTION,Internal,3,MACHINIST,Building Operations & Maintenance,F,Experienced (non-manager),335.68,335.68,Daily,NYC - All Boroughs,5/13/2025
715267,OFFICE OF CRIMINAL JUSTICE,Internal,2,EXECUTIVE AGENCY COUNSEL,Legal Affairs,F,Manager,66066,175000,Annual,253 Broadway New York Ny,5/20/2025
693275,DEPT OF YOUTH & COMM DEV SRVS,External,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs Communications & Intergovernmental Affairs Social Services,P,Experienced (non-manager),33.3273,33.3273,Hourly,"2 Lafayette St., N.Y.",2/28/2025
692423,BRONX DISTRICT ATTORNEY,External,2,COMMUNITY ASSOCIATE,"Legal Affairs Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51500,51500,Annual,198 E161St Street Bronx N.Y.,12/9/2024
713399,DEPT OF HEALTH/MENTAL HYGIENE,External,1,COMPUTER ASSOC (OPERATIONS),"Technology, Data & Innovation",F,Experienced (non-manager),69185,79563,Annual,42-09 28th Street,5/2/2025
711815,DEPT OF ENVIRONMENT PROTECTION,Internal,2,ELECTRICAL ENGINEERING INTERN,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,57866,70075,Annual,96-05 Horace Harding Expway,5/19/2025
646291,DEPT OF ENVIRONMENT PROTECTION,Internal,4,AIR POLLUTION INSPECTOR,"Green Jobs Health Public Safety, Inspections, & Enforcement",F,Entry-Level,39338,49864,Annual,59-17 Junction Blvd Corona Ny,9/10/2024
699759,DEPT OF ENVIRONMENT PROTECTION,Internal,2,SUMMER GRADUATE INTERN,"Administration & Human Resources Communications & Intergovernmental Affairs Technology, Data & Innovation Legal Affairs",F,Student,18.5,18.5,Hourly,59-17 Junction Blvd Corona Ny,2/20/2025
711276,DEPARTMENT FOR THE AGING,Internal,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs Social Services,F,Experienced (non-manager),33.3273,38.3262,Hourly,"2 Lafayette St., N.Y.",5/23/2025
699605,DEPARTMENT OF TRANSPORTATION,External,1,ADMINISTRATIVE STAFF ANALYST,"Finance, Accounting, & Procurement",F,Experienced (non-manager),115131,184034,Annual,55 Water St Ny Ny,1/23/2025
635188,DEPARTMENT OF TRANSPORTATION,Internal,1,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning",F,Experienced (non-manager),56181,68034,Annual,55 Water St Ny Ny,5/5/2024
639840,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE STAFF ANALYST (,"Engineering, Architecture, & Planning Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),92283,124080,Annual,"465 Columbus Ave. Valhalla, Ny",7/30/2024
697951,DEPARTMENT OF TRANSPORTATION,External,1,ACCOUNTANT,"Finance, Accounting, & Procurement",F,Experienced (non-manager),63043,100857,Annual,34-02 Queens Boulevard Long Is,2/5/2025
714632,DEPT OF ENVIRONMENT PROTECTION,External,1,PROJECT MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),64242,96395,Annual,96-05 Horace Harding Expway,5/19/2025
705458,DEPT OF HEALTH/MENTAL HYGIENE,Internal,3,PUBLIC HEALTH SANITARIAN,"Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51460,51460,Annual,NYC - All Boroughs,3/4/2025
711689,DEPARTMENT OF CITY PLANNING,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Administration & Human Resources Communications & Intergovernmental Affairs,F,Experienced (non-manager),66062,75971,Annual,"120 Broadway, New York, NY",4/22/2025
714448,CONSUMER AND WORKER PROTECTION,Internal,1,ASSISTANT TO THE COMMISSIONER,Administration & Human Resources,F,Experienced (non-manager),91090,98345,Annual,"42 Broadway, N.Y.",5/13/2025
687043,DEPT OF DESIGN & CONSTRUCTION,External,1,ACCOUNTANT,"Finance, Accounting, & Procurement",F,Experienced (non-manager),63043,63043,Annual,30-30 Thomson Ave L I City Qns,4/1/2025
695943,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH ASSISTANT (SCHOO,Health,P,Entry-Level,19.77,19.77,Hourly,"120-34 Queens Blvd, Kew Garden",1/3/2025
642021,DEPT OF ENVIRONMENT PROTECTION,External,1,CHEMICAL ENGINEERING INTERN,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,56181,68034,Annual,"465 Columbus Ave. Valhalla, Ny",8/21/2024
710771,DEPT OF DESIGN & CONSTRUCTION,Internal,1,PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,30-30 Thomson Ave L I City Qns,4/16/2025
694607,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH NURSE,Health,F,Experienced (non-manager),94826,94826,Annual,"120-34 Queens Blvd, Kew Garden",12/26/2024
709533,OFFICE OF MANAGEMENT & BUDGET,Internal,1,BUDGET ANALYST (OMB),"Finance, Accounting, & Procurement Policy, Research & Analysis",F,Entry-Level,58851,84257,Annual,255 Greenwich Street,4/1/2025
695872,BRONX DISTRICT ATTORNEY,Internal,1,ADMINISTRATIVE MANAGER,"Legal Affairs Policy, Research & Analysis",F,Manager,91090,199000,Annual,198 E161St Street Bronx N.Y.,12/31/2024
689049,HRA/DEPT OF SOCIAL SERVICES,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Legal Affairs Social Services,F,Experienced (non-manager),57976,66672,Annual,4 World Trade Center,11/18/2024
701670,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE STAFF ANALYST,"Finance, Accounting, & Procurement",F,Experienced (non-manager),115131,184034,Annual,59-17 Junction Blvd Corona Ny,2/11/2025
706062,DEPT OF DESIGN & CONSTRUCTION,External,1,ADM CONSTRUCTION PRJ MGR-NM,"Engineering, Architecture, & Planning",F,Experienced (non-manager),60443,104031,Annual,30-30 Thomson Ave L I City Qns,3/7/2025
709984,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE JOB OPPORTUNITY,Administration & Human Resources Social Services,F,Experienced (non-manager),82194,94523,Annual,95 Evergreen Ave Brooklyn,4/4/2025
699791,DEPT OF DESIGN & CONSTRUCTION,Internal,1,SURVEYOR,"Engineering, Architecture, & Planning",F,Experienced (non-manager),70248,80785,Annual,30-30 Thomson Ave L I City Qns,1/30/2025
711374,DEPARTMENT OF TRANSPORTATION,External,1,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,96395,Annual,34-02 Queens Boulevard Long Is,4/24/2025
709789,DEPT OF HEALTH/MENTAL HYGIENE,External,1,SOCIAL WORKER,Health,F,Experienced (non-manager),57490,66114,Annual,34-33 Junction Blvd Queens,4/21/2025
574823,DEPARTMENT OF TRANSPORTATION,External,1,CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),90114,122168,Annual,55 Water St Ny Ny,2/22/2023
690850,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,ECONOMIST,"Finance, Accounting, & Procurement",F,Experienced (non-manager),63043,72499,Annual,42-09 28th Street,2/5/2025
705435,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH ADVISER (SCHOOL,Health,P,Experienced (non-manager),24.1,27.71,Hourly,30-48 Linden Place,3/5/2025
568289,DEPARTMENT OF TRANSPORTATION,Internal,3,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning",F,Entry-Level,51413,62260,Annual,55 Water St Ny Ny,1/10/2023
635369,DEPT OF DESIGN & CONSTRUCTION,External,1,ADMIN ARCHITECT (NON MGRL) M-1,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58682,108150,Annual,30-30 Thomson Ave L I City Qns,5/7/2024
688736,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CIVIL ENGINEERING INTERN,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Entry-Level,57866,70075,Annual,"465 Columbus Ave. Valhalla, Ny",12/23/2024
713274,HOUSING PRESERVATION & DVLPMNT,External,1,ASSISTANT ARCHITECT,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,100 Gold Street,5/2/2025
714876,TAXI & LIMOUSINE COMMISSION,External,2,COMMUNITY ASSOCIATE,Constituent Services & Community Programs,F,Experienced (non-manager),64000,69000,Annual,"31-00 47 Ave, 3 FL, LIC NY",5/16/2025
694510,DEPARTMENT OF CORRECTION,External,1,IT PROJECT SPECIALIST,"Technology, Data & Innovation",F,Experienced (non-manager),130000,150000,Annual,75-20 Astoria Blvd,12/19/2024
681929,DEPT OF DESIGN & CONSTRUCTION,External,4,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,73878,Annual,30-30 Thomson Ave L I City Qns,9/27/2024
591019,DEPT OF ENVIRONMENT PROTECTION,Internal,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),82506,94882,Annual,100 Gold Street,7/14/2023
700500,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,COMMUNITY COORDINATOR,Constituent Services & Community Programs,F,Experienced (non-manager),60889,78590,Annual,34-33 Junction Blvd Queens,1/31/2025
702148,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH ADVISER,Health,F,Experienced (non-manager),53074,61035,Annual,NYC - All Boroughs,2/11/2025
702252,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE BENEFITS OPPORTUNITY,Social Services,F,Experienced (non-manager),68423,78686,Annual,"132 W 125Th St., N.Y.",2/12/2025
704576,DEPT OF ENVIRONMENT PROTECTION,External,1,ASSOCIATE PROJECT MANAGER,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),84018,123141,Annual,"465 Columbus Ave. Valhalla, Ny",3/13/2025
686285,DEPT OF YOUTH & COMM DEV SRVS,Internal,1,COMMUNITY COORDINATOR,"Finance, Accounting, & Procurement",F,Experienced (non-manager),60889,94521,Annual,"2 Lafayette St., N.Y.",4/7/2025
693146,DEPARTMENT OF CITY PLANNING,External,2,COMPUTER SPECIALIST (SOFTWARE),"Technology, Data & Innovation",F,Experienced (non-manager),111313,128010,Annual,"120 Broadway, New York, NY",12/20/2024
681364,DEPT OF DESIGN & CONSTRUCTION,External,1,ASSOCIATE PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),84018,96621,Annual,30-30 Thomson Ave L I City Qns,9/23/2024
682370,BRONX DISTRICT ATTORNEY,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Administration & Human Resources Legal Affairs,F,Manager,95000,95000,Annual,"851 Grand Concourse, Bronx",9/30/2024
689769,HRA/DEPT OF SOCIAL SERVICES,Internal,1,ASSOCIATE STAFF ANALYST,Administration & Human Resources,F,Experienced (non-manager),79473,91394,Annual,4 World Trade Center,11/22/2024
691033,DEPT OF HEALTH/MENTAL HYGIENE,External,1,POISON INFORMATION SPECIALIST,Health,F,Experienced (non-manager),110135,122038,Annual,"455 First Ave., N.Y.",12/12/2024
713761,DEPT OF DESIGN & CONSTRUCTION,External,1,PROJECT MANAGER INTERN#,"Engineering, Architecture, & Planning",F,Experienced (non-manager),58003,66703,Annual,777 Third Avenue,5/9/2025
712525,DEPT OF ENVIRONMENT PROTECTION,Internal,1,SUPERVISOR (WATERSHED MAINTENA,Building Operations & Maintenance,F,Experienced (non-manager),77452,97171,Annual,46 North Maple Ave,4/25/2025
712525,DEPT OF ENVIRONMENT PROTECTION,Internal,1,SUPERVISOR (WATERSHED MAINTENA,Building Operations & Maintenance,F,Experienced (non-manager),77452,97171,Annual,46 North Maple Ave,4/25/2025
706646,DEPARTMENT OF TRANSPORTATION,External,1,CONFIDENTIAL STRATEGY PLANNER,"Finance, Accounting, & Procurement",F,Experienced (non-manager),84087,113465,Annual,55 Water St Ny Ny,5/9/2025
697522,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE INVESTIGATOR (N,Administration & Human Resources Social Services,F,Experienced (non-manager),66067,83493,Annual,890 Garrison Avenue,1/10/2025
644723,LAW DEPARTMENT,External,1,CLERICAL ASSOCIATE,"Administration & Human Resources Finance, Accounting, & Procurement",F,Experienced (non-manager),40957,47100,Annual,"100 Church St., N.Y.",8/1/2024
715166,DEPARTMENT OF TRANSPORTATION,External,1,TRANSPORTATION SPECIALIST,"Engineering, Architecture, & Planning Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),84018,123141,Annual,"58-50 57 Road, Maspeth, N.Y.",5/21/2025
648222,DEPT OF HEALTH/MENTAL HYGIENE,Internal,5,PUBLIC HEALTH SANITARIAN,"Health Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),51460,51460,Annual,"125 Worth Street, Nyc",8/22/2024
648277,DEPARTMENT OF TRANSPORTATION,Internal,1,GARDENER,"Health Building Operations & Maintenance Public Safety, Inspections, & Enforcement",F,Experienced (non-manager),48860,70321,Annual,78-88 Park Drive East QueensNY,8/22/2024
679705,DEPT OF HEALTH/MENTAL HYGIENE,External,1,CITY RESEARCH SCIENTIST,"Health Policy, Research & Analysis",F,Experienced (non-manager),72190,72190,Annual,"455 First Ave., N.Y.",9/24/2024
693100,FIRE DEPARTMENT,Internal,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),89613,132293,Annual,"9 Metrotech Center, Brooklyn N",12/16/2024
707875,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,CITY RESEARCH SCIENTIST,"Policy, Research & Analysis",F,Experienced (non-manager),95070,109330,Annual,42-09 28th Street,3/19/2025
709531,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH EMERGENCY PREPAR,Health,F,Experienced (non-manager),71979,78840,Annual,42-09 28th Street,4/3/2025
687472,DEPARTMENT OF TRANSPORTATION,External,1,ASSISTANT CIVIL ENGINEER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),64242,96395,Annual,55 Water St Ny Ny,11/15/2024
598782,DEPT OF ENVIRONMENT PROTECTION,External,2,CHIEF MARINE ENGINEER (DIESEL),Building Operations & Maintenance,F,Experienced (non-manager),87792,87792,Annual,"Wards Island, N.Y.",10/6/2023
631628,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,ELEVATOR MECHANIC,Building Operations & Maintenance,F,Experienced (non-manager),487.12,487.12,Daily,"350 Marconi Street, Bronx, NY",4/10/2025
702890,DEPT OF ENVIRONMENT PROTECTION,Internal,1,SUMMER COLLEGE INTERN,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Student,16.88,16.88,Hourly,"465 Columbus Ave. Valhalla, Ny",2/18/2025
709007,CULTURAL AFFAIRS,External,1,SUMMER GRADUATE INTERN,Constituent Services & Community Programs,P,Student,17.43,17.43,Hourly,"31 Chambers St., N.Y.",4/23/2025
598615,BRONX DISTRICT ATTORNEY,External,2,ASSISTANT DISTRICT ATTORNEY (S,"Legal Affairs Public Safety, Inspections, & Enforcement Social Services",F,Experienced (non-manager),80440,167610,Annual,198 E161St Street Bronx N.Y.,8/14/2023
683454,DEPT OF HEALTH/MENTAL HYGIENE,External,1,PUBLIC HEALTH ADVISER,Health,F,Experienced (non-manager),53074,61035,Annual,42-09 28th Street,10/9/2024
692453,DEPT OF DESIGN & CONSTRUCTION,Internal,1,STAFF ANALYST,"Engineering, Architecture, & Planning Finance, Accounting, & Procurement",F,Experienced (non-manager),70310,80856,Annual,30-30 Thomson Ave L I City Qns,12/17/2024
642261,HRA/DEPT OF SOCIAL SERVICES,Internal,1,PRINCIPAL ADMINISTRATIVE ASSOC,Administration & Human Resources Constituent Services & Community Programs Communications & Intergovernmental Affairs Social Services,F,Experienced (non-manager),64137,73758,Annual,4 World Trade Center,7/12/2024
705435,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH ADVISER (SCHOOL,Health,P,Experienced (non-manager),24.1,27.71,Hourly,30-48 Linden Place,3/6/2025
692687,HRA/DEPT OF SOCIAL SERVICES,External,1,PRINCIPAL ADMINISTRATIVE ASSOC,Constituent Services & Community Programs Communications & Intergovernmental Affairs Social Services,F,Experienced (non-manager),57976,66672,Annual,4 World Trade Center,12/10/2024
602060,HRA/DEPT OF SOCIAL SERVICES,External,1,ADMINISTRATIVE STAFF ANALYST (,Social Services,F,Experienced (non-manager),94715,94715,Annual,253 Broadway New York Ny,9/19/2023
705663,HRA/DEPT OF SOCIAL SERVICES,Internal,1,TELECOMMUNICATIONS ASSOCIATE (,"Technology, Data & Innovation Social Services",F,Experienced (non-manager),68150,93400,Annual,"260 Eleventh Ave., N.Y.",3/5/2025
709670,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,PUBLIC HEALTH ADVISER,Health,F,Experienced (non-manager),53074,61035,Annual,42-09 28th Street,4/3/2025
644723,LAW DEPARTMENT,Internal,1,CLERICAL ASSOCIATE,"Administration & Human Resources Finance, Accounting, & Procurement",F,Experienced (non-manager),40957,47100,Annual,"100 Church St., N.Y.",8/1/2024
685675,DEPARTMENT OF TRANSPORTATION,External,1,TRANSPORTATION SPECIALIST,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,Experienced (non-manager),84018,123141,Annual,55 Water St Ny Ny,10/29/2024
711665,DISTRICT ATTORNEY-MANHATTAN,External,1,COMMUNITY ASSOCIATE,Administration & Human Resources Legal Affairs,F,Experienced (non-manager),50470,53544,Annual,"1 Hogan Pl./100 Centre St., N.",4/18/2025
705212,DEPT OF HEALTH/MENTAL HYGIENE,External,1,AGENCY ATTORNEY,Legal Affairs,F,Experienced (non-manager),80387,92446,Annual,42-09 28th Street,3/3/2025
708930,DEPARTMENT OF PROBATION,Internal,1,COMPUTER SERVICE TECHNICIAN (C,"Technology, Data & Innovation",F,Experienced (non-manager),49977,74158,Annual,"33 Beaver St, New York Ny",3/25/2025
564043,DEPT OF ENVIRONMENT PROTECTION,External,1,CLERICAL ASSOCIATE,"Administration & Human Resources Constituent Services & Community Programs Engineering, Architecture, & Planning Building Operations & Maintenance Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,Entry-Level,36390,45360,Annual,59-17 Junction Blvd Corona Ny,12/20/2022
714115,NYC HOUSING AUTHORITY,External,1,ASSISTANT RESIDENT BUILDING SU,Building Operations & Maintenance,F,Manager,54272,83117,Annual,Fiorentino Plaza-Unity Plaza,5/21/2025
684640,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,LABORATORY ASSOCIATE,Health,F,Experienced (non-manager),53580,57417,Annual,"455 First Ave., N.Y.",10/17/2024
704094,DEPT OF DESIGN & CONSTRUCTION,Internal,3,CONSTRUCTION PROJECT MANAGER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),76262,87701,Annual,30-30 Thomson Ave L I City Qns,3/12/2025
715114,DISTRICT ATTORNEY-MANHATTAN,External,3,COMMUNITY ASSOCIATE,Legal Affairs,F,Experienced (non-manager),55150,58508,Annual,"1 Hogan Pl./100 Centre St., N.",5/19/2025
550638,DEPARTMENT OF TRANSPORTATION,External,3,PROJECT MANAGER INTERN#,"Engineering, Architecture, & Planning",F,Experienced (non-manager),51535,59265,Annual,55 Water St Ny Ny,9/19/2022
713365,HRA/DEPT OF SOCIAL SERVICES,Internal,1,COMPUTER SYSTEMS MANAGER,"Technology, Data & Innovation Social Services",F,Manager,140000,168095,Annual,"400 8Th Ave., N.Y.",5/1/2025
695603,DEPT OF DESIGN & CONSTRUCTION,Internal,1,AGENCY ATTORNEY INTERNE,Legal Affairs,F,Entry-Level,70228,80763,Annual,30-30 Thomson Ave L I City Qns,1/2/2025
633695,BOROUGH PRESIDENT-BRONX,Internal,1,SPECIAL ASSISTANT TO THE BOROU,Communications & Intergovernmental Affairs,F,Experienced (non-manager),64142,176512,Annual,"851 Grand Concourse, Bronx",4/23/2024
577109,DEPARTMENT OF TRANSPORTATION,External,2,CITY PLANNER,"Engineering, Architecture, & Planning",F,Experienced (non-manager),73294,107071,Annual,55 Water St Ny Ny,3/15/2023
